season,team_a,team_b,score_a,score_b,neutral_site,round_name,game_date,home_team,home_edge_a,rest_days_a,rest_days_b,market_prob_a,market_spread_a,moneyline_a,moneyline_b
2026,Chicago St,FDU,59,60,0,Regular Season,2026-02-20,Chicago St,1,5,5,0.457256,,110,-130
2026,C Connecticut,Le Moyne,78,77,0,Regular Season,2026-02-20,C Connecticut,1,5,5,0.750813,,-360,285
2026,Saint Francis,Long Island,89,91,0,Regular Season,2026-02-20,Saint Francis,1,5,2,0.208638,,360,-470
2026,New Haven,Stonehill,64,51,0,Regular Season,2026-02-20,New Haven,1,5,5,0.57206,,-148,124
2026,Mercyhurst,Wagner,80,83,0,Regular Season,2026-02-20,Mercyhurst,1,5,2,0.63094,,-192,160
2026,Ball State,Akron,65,78,0,Regular Season,2026-02-20,Ball State,1,1,1,0.106618,,800,-1350
2026,Wright St,IU Indy,85,73,0,Regular Season,2026-02-20,Wright St,1,4,4,0.857944,,-850,575
2026,Denver,South Dakota,90,70,0,Regular Season,2026-02-20,Denver,1,4,7,0.685393,,-250,205
2026,North Dakota,Kansas City,85,70,0,Regular Season,2026-02-20,North Dakota,1,5,4,0.811867,,-550,410
2026,Santa Barbara,CSU Northridge,83,85,0,Regular Season,2026-02-20,Santa Barbara,1,4,4,0.685393,,-250,205
2026,UC Riverside,Bakersfield,93,65,0,Regular Season,2026-02-20,UC Riverside,1,4,6,0.717971,,-298,240
2026,Radford,Gardner-Webb,82,70,0,Regular Season,2026-02-20,Radford,1,5,2,0.925816,,-2400,1200
2026,Presbyterian,Longwood,72,65,0,Regular Season,2026-02-20,Presbyterian,1,5,5,0.563492,,-142,120
2026,High Point,UNC Asheville,74,48,0,Regular Season,2026-02-20,High Point,1,5,5,0.903955,,-1600,900
2026,Miss Valley St,Prairie View,62,72,0,Regular Season,2026-02-20,Miss Valley St,1,2,2,0.249187,,285,-360
2026,Bethune,Alabama St,82,71,0,Regular Season,2026-02-20,Bethune,1,2,2,0.657475,,-218,180
2026,AR-Pine Bluff,Texas Southern,64,83,0,Regular Season,2026-02-20,AR-Pine Bluff,1,2,2,0.542744,,-130,110
2026,Florida A&M,Alabama A&M,61,63,0,Regular Season,2026-02-20,Florida A&M,1,2,2,0.551441,,-135,114
2026,North Texas,Tulane,71,77,0,Regular Season,2026-02-20,North Texas,1,4,4,0.713551,,-290,235
2026,South Florida,Memphis,87,66,0,Regular Season,2026-02-20,South Florida,1,4,4,0.8,,-500,380
2026,Kennesaw St,Louisiana Tech,58,55,0,Regular Season,2026-02-21,Kennesaw St,1,1,1,0.705033,,-278,225
2026,Sam Houston,Jax State,82,78,0,Regular Season,2026-02-21,Sam Houston,1,1,1,0.733542,,-325,260
2026,Liberty,Western KY,73,94,0,Regular Season,2026-02-21,Liberty,1,1,1,0.740872,,-340,270
2026,FIU,Missouri St,70,67,0,Regular Season,2026-02-21,FIU,1,1,1,0.622467,,-185,154
2026,MTSU,Delaware,78,66,0,Regular Season,2026-02-21,MTSU,1,1,1,0.83165,,-650,470
2026,Abilene Chrstn,Southern Utah,87,83,0,Regular Season,2026-02-21,Abilene Chrstn,1,3,0,0.750813,,-360,285
2026,Tarleton St,Utah Tech,72,80,0,Regular Season,2026-02-21,Tarleton St,1,0,0,0.532468,,-125,105
2026,UT Arlington,Utah Valley,54,66,0,Regular Season,2026-02-21,UT Arlington,1,0,0,0.30423,,215,-265
2026,E Illinois,So Indiana,68,70,0,Regular Season,2026-02-21,E Illinois,1,0,0,0.644729,,-205,170
2026,Tennessee Tech,Lindenwood,72,57,0,Regular Season,2026-02-21,Tennessee Tech,1,0,0,0.457256,,110,-130
2026,Little Rock,SE Missouri,65,70,0,Regular Season,2026-02-21,Little Rock,1,0,2,0.448559,,114,-135
2026,W Illinois,Morehead St,59,81,0,Regular Season,2026-02-21,W Illinois,1,0,0,0.228495,,320,-410
2026,Tennessee St,SIUE,80,53,0,Regular Season,2026-02-21,Tennessee St,1,0,0,0.582993,,-155,130
2026,FGCU,C Arkansas,75,71,0,Regular Season,2026-02-21,FGCU,1,1,0,0.49567,,-108,-112
2026,Lipscomb,North Alabama,73,51,0,Regular Season,2026-02-21,Lipscomb,1,1,1,0.867717,,-950,625
2026,Stetson,North Florida,76,71,0,Regular Season,2026-02-21,Stetson,1,0,0,0.521739,,-120,100
2026,Queens,West Georgia,91,84,0,Regular Season,2026-02-21,Queens,1,1,1,0.846501,,-750,525
2026,Arkansas,Missouri,94,86,0,Regular Season,2026-02-21,Arkansas,1,1,1,0.791362,,-470,360
2026,Georgia,Texas,91,80,0,Regular Season,2026-02-21,Georgia,1,2,2,0.59337,,-162,136
2026,LSU,Alabama,83,90,0,Regular Season,2026-02-21,LSU,1,2,1,0.266458,,260,-325
2026,Ole Miss,Florida,75,94,0,Regular Season,2026-02-21,Ole Miss,1,1,2,0.12,,700,-1100
2026,South Carolina,Mississippi St,97,89,0,Regular Season,2026-02-21,South Carolina,1,2,1,0.489166,,-105,-115
2026,Vanderbilt,Tennessee,65,69,0,Regular Season,2026-02-21,Vanderbilt,1,1,1,0.582993,,-155,130
2026,Portland St,E Washington,55,67,0,Regular Season,2026-02-21,Portland St,1,0,0,0.709544,,-285,230
2026,Idaho St,Montana St,91,76,0,Regular Season,2026-02-21,Idaho St,1,0,0,0.478261,,100,-120
2026,App State,GA Southern,89,74,0,Regular Season,2026-02-21,App State,1,1,0,0.725753,,-310,250
2026,Coastal,Marshall,79,75,0,Regular Season,2026-02-21,Coastal,1,1,1,0.42794,,124,-148
2026,Georgia St,James Madison,65,80,0,Regular Season,2026-02-21,Georgia St,1,0,1,0.448559,,114,-135
2026,Southern Miss,Old Dominion,86,81,0,Regular Season,2026-02-21,Southern Miss,1,5,4,0.636904,,-198,164
2026,South Alabama,Troy,65,54,0,Regular Season,2026-02-21,South Alabama,1,0,1,0.448559,,114,-135
2026,Louisiana,Texas St,67,54,0,Regular Season,2026-02-21,Louisiana,1,0,0,0.396243,,142,-170
2026,UL Monroe,Arkansas St,94,102,0,Regular Season,2026-02-21,UL Monroe,1,1,0,0.096045,,900,-1600
2026,E Texas A&M,Incarnate Word,73,82,0,Regular Season,2026-02-21,E Texas A&M,1,4,3,0.63094,,-192,160
2026,SF Austin,Nicholls,81,78,0,Regular Season,2026-02-21,SF Austin,1,3,3,0.872093,,-1000,650
2026,N'Western St,Hou Christian,71,53,0,Regular Season,2026-02-21,N'Western St,1,3,3,0.563492,,-142,120
2026,SE Louisiana,UT Rio Grande,75,96,0,Regular Season,2026-02-21,SE Louisiana,1,4,3,0.396243,,142,-170
2026,UC Riverside,UC Davis,73,78,0,Regular Season,2026-02-21,UC Riverside,1,0,0,0.417007,,130,-155
2026,Mercer,Samford,89,86,0,Regular Season,2026-02-21,Mercer,1,0,0,0.622467,,-185,154
2026,The Citadel,Chattanooga,72,93,0,Regular Season,2026-02-21,The Citadel,1,0,0,0.342525,,180,-218
2026,UNC Greensboro,ETSU,75,87,0,Regular Season,2026-02-21,UNC Greensboro,1,1,2,0.290456,,230,-285
2026,VMI,W Carolina,62,81,0,Regular Season,2026-02-21,VMI,1,2,1,0.223167,,330,-425
2026,Campbell,UNC Wilmington,68,73,0,Regular Season,2026-02-21,Campbell,1,0,0,0.417007,,130,-155
2026,Stony Brook,Hampton,79,72,0,Regular Season,2026-02-21,Stony Brook,1,3,0,0.669007,,-230,190
2026,Northeastern,Hofstra,68,82,0,Regular Season,2026-02-21,Northeastern,1,0,0,0.266458,,260,-325
2026,Charleston,Monmouth,74,63,0,Regular Season,2026-02-21,Charleston,1,0,0,0.636904,,-198,164
2026,UMBC,UAlbany,66,62,0,Regular Season,2026-02-21,UMBC,1,1,0,0.713551,,-290,235
2026,UMass Lowell,Binghamton,92,79,0,Regular Season,2026-02-21,UMass Lowell,1,1,1,0.804293,,-520,390
2026,New Hampshire,Maine,58,61,0,Regular Season,2026-02-21,New Hampshire,1,1,6,0.59337,,-162,136
2026,Stonehill,Le Moyne,77,68,0,Regular Season,2026-02-21,Stonehill,1,0,0,0.448559,,114,-135
2026,Mercyhurst,Long Island,91,83,0,Regular Season,2026-02-21,Mercyhurst,1,0,0,0.390764,,145,-175
2026,Saint Francis,Wagner,56,65,0,Regular Season,2026-02-21,Saint Francis,1,0,0,0.478261,,100,-120
2026,Yale,Penn,74,70,0,Regular Season,2026-02-21,Yale,1,6,6,0.791362,,-470,360
2026,Cornell,Harvard,54,73,0,Regular Season,2026-02-21,Cornell,1,6,6,0.657475,,-218,180
2026,Chicago St,C Connecticut,70,51,0,Regular Season,2026-02-21,Chicago St,1,0,0,0.383562,,150,-180
2026,Manhattan,Marist,70,84,0,Regular Season,2026-02-21,Manhattan,1,5,5,0.342525,,180,-218
2026,Rider,Canisius,66,72,0,Regular Season,2026-02-21,Rider,1,5,5,0.521739,,-120,100
2026,Mount St Marys,Niagara,76,63,0,Regular Season,2026-02-21,Mount St Marys,1,6,5,0.757188,,-375,295
2026,Merrimack,Siena,79,72,0,Regular Season,2026-02-21,Merrimack,1,5,5,0.563492,,-142,120
2026,Miami OH,Bowling Green,91,77,0,Regular Season,2026-02-21,Miami OH,1,2,2,0.791362,,-470,360
2026,UMass,Buffalo,82,86,0,Regular Season,2026-02-21,UMass,1,2,3,0.750813,,-360,285
2026,Toledo,E Michigan,94,75,0,Regular Season,2026-02-21,Toledo,1,6,3,0.765902,,-395,310
2026,N Illinois,Ohio,66,74,0,Regular Season,2026-02-21,N Illinois,1,3,2,0.309207,,210,-258
2026,C Michigan,W Michigan,83,70,0,Regular Season,2026-02-21,C Michigan,1,3,2,0.622467,,-185,154
2026,Duke,Michigan,68,63,1,Edward Jones Capital Showcase,2026-02-21,,0,3,3,0.383562,,150,-180
2026,Oakland,Green Bay,68,73,0,Regular Season,2026-02-21,Oakland,1,5,5,0.722079,,-305,245
2026,Detroit Mercy,Milwaukee,91,86,0,Regular Season,2026-02-21,Detroit Mercy,1,5,5,0.482636,,-102,-118
2026,S Dakota St,North Dakota,91,83,0,Regular Season,2026-02-21,S Dakota St,1,1,0,0.781906,,-440,340
2026,Denver,St Thomas (MN),82,80,0,Regular Season,2026-02-21,Denver,1,0,5,0.390764,,145,-175
2026,N Dakota St,Kansas City,95,59,0,Regular Season,2026-02-21,N Dakota St,1,1,0,0.943135,,-4000,1600
2026,Columbia,Dartmouth,63,64,0,Regular Season,2026-02-21,Columbia,1,6,6,0.722079,,-305,245
2026,Brown,Princeton,80,71,0,Regular Season,2026-02-21,Brown,1,6,6,0.551441,,-135,114
2026,Army,Navy,63,81,0,Regular Season,2026-02-21,Army,1,1,1,0.234098,,310,-395
2026,Colgate,Loyola MD,101,98,0,Regular Season,2026-02-21,Colgate,1,4,1,0.771505,,-410,320
2026,Air Force,UNLV,66,91,0,Regular Season,2026-02-21,Air Force,1,2,1,0.087558,,1000,-1800
2026,California,Stanford,72,66,0,Regular Season,2026-02-21,California,1,6,6,0.532468,,-125,105
2026,Clemson,Florida St,65,70,0,Regular Season,2026-02-21,Clemson,1,1,3,0.781906,,-440,340
2026,Louisville,Georgia Tech,87,70,0,Regular Season,2026-02-21,Louisville,1,2,1,0.949051,,-5000,1800
2026,Pitt,Notre Dame,73,68,0,Regular Season,2026-02-21,Pitt,1,6,6,0.582993,,-155,130
2026,SMU,Boston College,94,70,0,Regular Season,2026-02-21,SMU,1,2,3,0.903955,,-1600,900
2026,Syracuse,North Carolina,64,77,0,Regular Season,2026-02-21,Syracuse,1,3,2,0.563492,,-142,120
2026,Virginia,Miami,86,83,0,Regular Season,2026-02-21,Virginia,1,1,2,0.750813,,-360,285
2026,Virginia Tech,Wake Forest,82,63,0,Regular Season,2026-02-21,Virginia Tech,1,2,1,0.622467,,-185,154
2026,Coppin St,MD Eastern,71,65,0,Regular Season,2026-02-21,Coppin St,1,4,3,0.390764,,145,-175
2026,St John's,Creighton,81,52,0,Regular Season,2026-02-21,St John's,1,1,1,0.872093,,-1000,650
2026,Villanova,UConn,63,73,0,Regular Season,2026-02-21,Villanova,1,3,1,0.396243,,142,-170
2026,Butler,Xavier,80,75,0,Regular Season,2026-02-21,Butler,1,2,3,0.63094,,-192,160
2026,Seton Hall,Georgetown,51,47,0,Regular Season,2026-02-21,Seton Hall,1,1,2,0.709544,,-285,230
2026,Fairfield,Sacred Heart,78,68,0,Regular Season,2026-02-21,Fairfield,1,5,5,,,,180
2026,Colorado St,San Diego St,83,74,0,Regular Season,2026-02-21,Colorado St,1,1,2,0.40663,,136,-162
2026,Boise St,San José St,84,69,0,Regular Season,2026-02-21,Boise St,1,1,2,0.925816,,-2400,1200
2026,Iona,Saint Peter's,72,64,0,Regular Season,2026-02-21,Iona,1,5,5,0.517364,,-118,-102
2026,Charleston So,Longwood,96,107,0,Regular Season,2026-02-21,Charleston So,1,3,0,0.57206,,-148,124
2026,SC Upstate,Presbyterian,76,74,0,Regular Season,2026-02-21,SC Upstate,1,1,0,0.482636,,-102,-118
2026,UNC Asheville,Radford,74,73,0,Regular Season,2026-02-21,UNC Asheville,1,0,0,0.563492,,-142,120
2026,High Point,Winthrop,89,87,0,Regular Season,2026-02-21,High Point,1,0,1,0.786744,,-455,350
2026,Purdue,Indiana,93,64,0,Regular Season,2026-02-21,Purdue,1,3,5,0.852459,,-800,550
2026,Maryland,Washington,64,60,0,Regular Season,2026-02-21,Maryland,1,1,5,0.390764,,145,-175
2026,Minnesota,Rutgers,80,61,0,Regular Season,2026-02-21,Minnesota,1,2,2,0.771505,,-410,320
2026,Nebraska,Penn State,87,64,0,Regular Season,2026-02-21,Nebraska,1,2,2,0.919708,,-2100,1100
2026,USC,Oregon,70,71,0,Regular Season,2026-02-21,USC,1,1,2,0.680556,,-245,200
2026,Southern,Grambling,87,73,0,Regular Season,2026-02-21,Southern,1,3,3,0.675031,,-238,195
2026,Bethune,Alabama A&M,85,76,0,Regular Season,2026-02-21,Bethune,1,0,0,0.690793,,-258,210
2026,AR-Pine Bluff,Prairie View,84,82,0,Regular Season,2026-02-21,AR-Pine Bluff,1,0,0,0.59337,,-162,136
2026,Florida A&M,Alabama St,76,63,0,Regular Season,2026-02-21,Florida A&M,1,0,0,0.457256,,110,-130
2026,Baylor,Arizona St,73,68,0,Regular Season,2026-02-21,Baylor,1,2,2,0.757188,,-375,295
2026,Colorado,Oklahoma St,83,69,0,Regular Season,2026-02-21,Colorado,1,6,1,0.63094,,-192,160
2026,Houston,Arizona,66,73,0,Regular Season,2026-02-21,Houston,1,3,1,0.709544,,-285,230
2026,Kansas,Cincinnati,68,84,0,Regular Season,2026-02-21,Kansas,1,1,5,0.804293,,-520,390
2026,TCU,West Virginia,60,54,0,Regular Season,2026-02-21,TCU,1,2,1,0.657475,,-218,180
2026,Texas Tech,Kansas St,100,72,0,Regular Season,2026-02-21,Texas Tech,1,2,2,0.867717,,-950,625
2026,Charlotte,East Carolina,68,56,0,Regular Season,2026-02-21,Charlotte,1,1,1,0.636904,,-198,164
2026,Wichita St,Temple,69,57,0,Regular Season,2026-02-21,Wichita St,1,1,1,0.781906,,-440,340
2026,Saint Louis,VCU,88,75,0,Regular Season,2026-02-21,Saint Louis,1,2,2,0.747783,,-355,280
2026,Fordham,Davidson,63,59,0,Regular Season,2026-02-21,Fordham,1,1,1,0.49567,,-108,-112
2026,Dayton,Duquesne,78,66,0,Regular Season,2026-02-21,Dayton,1,1,1,0.722079,,-305,245
2026,La Salle,Rhode Island,59,46,0,Regular Season,2026-02-21,La Salle,1,1,2,0.383562,,150,-180
2026,Saint Joseph's,Loyola Chicago,75,61,0,Regular Season,2026-02-21,Saint Joseph's,1,1,1,0.811867,,-550,410
2026,Richmond,St Bonaventure,99,94,0,Regular Season,2026-02-21,Richmond,1,1,1,0.532468,,-125,105
2026,Alcorn St,Jackson St,83,65,0,Regular Season,2026-02-21,Alcorn St,1,3,3,0.5,,-110,-110
2026,Morgan St,Delaware St,82,68,0,Regular Season,2026-02-21,Morgan St,1,3,3,0.657475,,-218,180
2026,Norfolk St,SC State,90,71,0,Regular Season,2026-02-21,Norfolk St,1,3,1,0.822335,,-600,440
2026,San Diego,LMU,65,77,0,Regular Season,2026-02-21,San Diego,1,5,6,0.457256,,110,-130
2026,Howard,NC Central,100,67,0,Regular Season,2026-02-21,Howard,1,3,1,0.876178,,-1050,675
2026,Murray St,Evansville,88,75,0,Regular Season,2026-02-21,Murray St,1,1,1,0.903955,,-1600,900
2026,Northern Iowa,S Illinois,57,59,0,Regular Season,2026-02-21,Northern Iowa,1,1,1,0.722079,,-305,245
2026,UIC,Valparaiso,67,71,0,Regular Season,2026-02-21,UIC,1,1,1,0.740872,,-340,270
2026,New Mexico St,UTEP,67,63,0,Regular Season,2026-02-22,New Mexico St,1,7,7,0.725753,,-310,250
2026,Jacksonville,Austin Peay,61,65,0,Regular Season,2026-02-22,Jacksonville,1,2,1,0.299838,,220,-270
2026,Bellarmine,E Kentucky,92,95,0,Regular Season,2026-02-22,Bellarmine,1,2,2,0.457256,,110,-130
2026,Auburn,Kentucky,75,74,0,Regular Season,2026-02-22,Auburn,1,2,3,0.616438,,-180,150
2026,Oklahoma,Texas A&M,71,75,0,Regular Season,2026-02-22,Oklahoma,1,2,2,0.473913,,102,-122
2026,Sacramento St,Idaho,80,86,0,Regular Season,2026-02-22,Sacramento St,1,1,1,0.355271,,170,-205
2026,Weber St,Montana,92,72,0,Regular Season,2026-02-22,Weber St,1,1,1,0.551441,,-135,114
2026,N Colorado,N Arizona,78,77,0,Regular Season,2026-02-22,N Colorado,1,7,6,0.872093,,-1000,650
2026,McNeese,Texas A&M-CC,70,54,0,Regular Season,2026-02-22,McNeese,1,4,4,0.893382,,-1350,800
2026,Lamar,New Orleans,71,77,0,Regular Season,2026-02-22,Lamar,1,4,4,0.644729,,-205,170
2026,UC Irvine,UC San Diego,69,71,0,Regular Season,2026-02-22,UC Irvine,1,1,6,0.622467,,-185,154
2026,Hawai'i,Santa Barbara,78,75,0,Regular Season,2026-02-22,Hawai'i,1,1,1,0.657475,,-218,180
2026,Wofford,Furman,67,76,0,Regular Season,2026-02-22,Wofford,1,3,3,0.482636,,-102,-118
2026,Elon,NC A&T,82,102,0,Regular Season,2026-02-22,Elon,1,7,1,0.750813,,-360,285
2026,Drexel,Towson,68,62,0,Regular Season,2026-02-22,Drexel,1,1,5,0.417007,,130,-155
2026,NJIT,Vermont,64,70,0,Regular Season,2026-02-22,NJIT,1,1,2,0.290456,,230,-285
2026,FDU,New Haven,77,84,0,Regular Season,2026-02-22,FDU,1,1,1,0.563492,,-142,120
2026,Marist,Sacred Heart,65,63,0,Regular Season,2026-02-22,Marist,1,0,0,0.765902,,-395,310
2026,Mount St Marys,Canisius,68,47,0,Regular Season,2026-02-22,Mount St Marys,1,0,0,0.740872,,-340,270
2026,Rider,Niagara,67,62,0,Regular Season,2026-02-22,Rider,1,0,0,0.473913,,102,-122
2026,Siena,Saint Peter's,72,63,0,Regular Season,2026-02-22,Siena,1,0,0,,,,
2026,Detroit Mercy,Green Bay,74,70,0,Regular Season,2026-02-22,Detroit Mercy,1,0,0,0.510834,,-115,-105
2026,Oakland,Milwaukee,81,70,0,Regular Season,2026-02-22,Oakland,1,0,0,0.700162,,-270,220
2026,Cleveland St,Purdue FW,86,92,0,Regular Season,2026-02-22,Cleveland St,1,3,2,0.390764,,145,-175
2026,Wright St,Robert Morris,68,81,0,Regular Season,2026-02-22,Wright St,1,1,6,0.636904,,-198,164
2026,Youngstown St,N Kentucky,64,58,0,Regular Season,2026-02-22,Youngstown St,1,3,2,0.551441,,-135,114
2026,Oral Roberts,South Dakota,67,62,0,Regular Season,2026-02-22,Oral Roberts,1,2,1,0.521739,,-120,100
2026,Quinnipiac,Fairfield,79,85,0,Regular Season,2026-02-22,Quinnipiac,1,6,0,0.725753,,-310,250
2026,DePaul,Providence,68,71,0,Regular Season,2026-02-22,DePaul,1,2,7,0.582993,,-155,130
2026,Bakersfield,Fullerton,80,88,0,Regular Season,2026-02-22,Bakersfield,1,1,1,0.319444,,200,-245
2026,Long Beach St,CSU Northridge,76,78,0,Regular Season,2026-02-22,Long Beach St,1,1,1,0.417007,,130,-155
2026,Grand Canyon,Wyoming,65,70,0,Regular Season,2026-02-22,Grand Canyon,1,3,3,0.76,,-380,300
2026,Merrimack,Iona,88,86,0,Regular Season,2026-02-22,Merrimack,1,0,0,,,,
2026,Lehigh,Boston U,70,67,0,Regular Season,2026-02-22,Lehigh,1,2,5,0.448559,,114,-135
2026,Bucknell,Holy Cross,63,72,0,Regular Season,2026-02-22,Bucknell,1,2,3,0.57206,,-148,124
2026,UCLA,Illinois,95,94,0,Regular Season,2026-02-22,UCLA,1,3,2,0.286449,,235,-290
2026,Michigan St,Ohio State,66,60,0,Regular Season,2026-02-22,Michigan St,1,3,3,0.84,,-700,500
2026,Wisconsin,Iowa,84,71,0,Regular Season,2026-02-22,Wisconsin,1,3,3,0.603757,,-170,142
2026,BYU,Iowa State,79,69,0,Regular Season,2026-02-22,BYU,1,2,4,0.42794,,124,-148
2026,Utah,UCF,71,73,0,Regular Season,2026-02-22,Utah,1,2,3,0.482636,,-102,-118
2026,Memphis,UAB,67,78,0,Regular Season,2026-02-22,Memphis,1,1,2,0.685393,,-250,205
2026,North Texas,FAU,73,72,0,Regular Season,2026-02-22,North Texas,1,1,2,0.57206,,-148,124
2026,Tulane,Rice,81,75,0,Regular Season,2026-02-22,Tulane,1,1,7,0.680556,,-245,200
2026,Tulsa,UTSA,100,74,0,Regular Season,2026-02-22,Tulsa,1,2,2,0.949051,,-5000,1800
2026,Lafayette,American,61,75,0,Regular Season,2026-02-22,Lafayette,1,3,2,0.377533,,154,-185
2026,Fresno St,New Mexico,78,80,0,Regular Season,2026-02-22,Fresno St,1,3,3,0.2,,380,-500
2026,Gonzaga,Pacific,71,62,0,Regular Season,2026-02-22,Gonzaga,1,2,2,0.949051,,-5000,1800
2026,Oregon St,Pepperdine,83,73,0,Regular Season,2026-02-22,Oregon St,1,5,2,0.786744,,-455,350
2026,Seattle U,Portland,71,59,0,Regular Season,2026-02-22,Seattle U,1,2,2,0.757188,,-375,295
2026,Washington St,Saint Mary's,67,83,0,Regular Season,2026-02-22,Washington St,1,2,2,0.218094,,340,-440
2026,San Francisco,Santa Clara,73,94,0,Regular Season,2026-02-22,San Francisco,1,2,6,0.266458,,260,-325
2026,Nevada,Utah State,80,77,0,Regular Season,2026-02-22,Nevada,1,3,2,0.324969,,195,-238
2026,Miss Valley St,Texas Southern,72,71,0,Regular Season,2026-02-22,Miss Valley St,1,1,1,0.177665,,440,-600
2026,Belmont,Indiana St,87,70,0,Regular Season,2026-02-22,Belmont,1,6,2,0.872093,,-1000,650
2026,Bradley,Illinois St,74,60,0,Regular Season,2026-02-22,Bradley,1,2,2,0.616438,,-180,150
2026,E Texas A&M,Hou Christian,68,69,0,Regular Season,2026-02-24,E Texas A&M,1,2,2,0.582993,,-155,130
2026,McNeese,UT Rio Grande,75,68,0,Regular Season,2026-02-24,McNeese,1,1,2,0.863014,,-900,600
2026,SF Austin,New Orleans,73,77,0,Regular Season,2026-02-24,SF Austin,1,2,1,0.863014,,-900,600
2026,Lamar,Nicholls,52,53,0,Regular Season,2026-02-24,Lamar,1,1,2,0.616438,,-180,150
2026,N'Western St,Incarnate Word,54,49,0,Regular Season,2026-02-24,N'Western St,1,2,2,0.532468,,-125,105
2026,SE Louisiana,Texas A&M-CC,68,73,0,Regular Season,2026-02-24,SE Louisiana,1,2,1,0.467532,,105,-125
2026,E Michigan,Miami OH,64,74,0,Regular Season,2026-02-24,E Michigan,1,2,2,0.213256,,350,-455
2026,North Carolina,Louisville,77,74,0,Regular Season,2026-02-24,North Carolina,1,2,2,0.36906,,160,-192
2026,Kansas,Houston,69,56,0,Regular Season,2026-02-24,Kansas,1,2,2,0.42794,,124,-148
2026,Rutgers,Washington,72,79,0,Regular Season,2026-02-24,Rutgers,1,2,2,0.363096,,164,-198
2026,Grambling,Miss Valley St,83,62,0,Regular Season,2026-02-24,Grambling,1,2,1,0.912442,,-1800,1000
2026,La Salle,G Washington,77,104,0,Regular Season,2026-02-24,La Salle,1,2,5,0.223167,,330,-425
2026,New Haven,Saint Francis,67,73,0,Regular Season,2026-02-24,New Haven,1,1,2,0.733542,,-325,260
2026,Morehead St,So Indiana,64,63,0,Regular Season,2026-02-25,Morehead St,1,3,3,0.750813,,-360,285
2026,Missouri,Tennessee,73,69,0,Regular Season,2026-02-25,Missouri,1,3,3,0.36906,,160,-192
2026,South Carolina,Kentucky,63,72,0,Regular Season,2026-02-25,South Carolina,1,3,2,0.259128,,270,-340
2026,Oklahoma,Auburn,91,79,0,Regular Season,2026-02-25,Oklahoma,1,2,2,0.400361,,140,-166
2026,Georgia St,Coastal,71,76,0,Regular Season,2026-02-25,Georgia St,1,3,3,0.482636,,-102,-118
2026,Marshall,Old Dominion,97,88,0,Regular Season,2026-02-25,Marshall,1,3,3,0.757188,,-375,295
2026,Arkansas St,Southern Miss,89,84,0,Regular Season,2026-02-25,Arkansas St,1,3,3,0.786744,,-455,350
2026,Troy,Louisiana,78,59,0,Regular Season,2026-02-25,Troy,1,3,3,0.852459,,-800,550
2026,Furman,The Citadel,72,51,0,Regular Season,2026-02-25,Furman,1,2,3,0.908257,,-1650,950
2026,Akron,Buffalo,99,85,0,Regular Season,2026-02-25,Akron,1,4,3,0.903955,,-1600,900
2026,Kent State,C Michigan,83,81,0,Regular Season,2026-02-25,Kent State,1,6,3,0.852459,,-800,550
2026,Ball State,UMass,74,73,0,Regular Season,2026-02-25,Ball State,1,4,3,0.36906,,160,-192
2026,Toledo,N Illinois,79,69,0,Regular Season,2026-02-25,Toledo,1,3,3,0.872093,,-1000,650
2026,Bowling Green,W Michigan,79,88,0,Regular Season,2026-02-25,Bowling Green,1,3,3,0.863014,,-900,600
2026,IU Indy,Oakland,74,86,0,Regular Season,2026-02-25,IU Indy,1,4,2,0.309207,,210,-258
2026,Air Force,San José St,80,86,0,Regular Season,2026-02-25,Air Force,1,3,3,0.282029,,240,-298
2026,Virginia,NC State,90,61,0,Regular Season,2026-02-25,Virginia,1,3,6,0.709544,,-285,230
2026,Boston College,Wake Forest,68,67,0,Regular Season,2026-02-25,Boston College,1,3,3,0.377533,,154,-185
2026,Florida St,Miami,73,83,0,Regular Season,2026-02-25,Florida St,1,3,3,0.436508,,120,-142
2026,Notre Dame,Duke,56,100,0,Regular Season,2026-02-25,Notre Dame,1,3,3,0.080292,,1100,-2100
2026,Georgetown,Marquette,60,76,0,Regular Season,2026-02-25,Georgetown,1,3,5,0.563492,,-142,120
2026,Boise St,Wyoming,72,62,0,Regular Season,2026-02-25,Boise St,1,3,2,0.765902,,-395,310
2026,Indiana,Northwestern,68,72,0,Regular Season,2026-02-25,Indiana,1,3,5,0.791362,,-470,360
2026,Michigan,Minnesota,77,67,0,Regular Season,2026-02-25,Michigan,1,3,3,0.949051,,-5000,1800
2026,UCLA,USC,81,62,0,Regular Season,2026-02-25,UCLA,1,2,3,0.733542,,-325,260
2026,Army,Bucknell,73,75,0,Regular Season,2026-02-25,Army,1,3,2,0.59337,,-162,136
2026,Baylor,Arizona,80,87,0,Regular Season,2026-02-25,Baylor,1,3,3,0.24,,300,-380
2026,BYU,UCF,84,97,0,Regular Season,2026-02-25,BYU,1,2,2,0.88,,-1100,700
2026,Oklahoma St,West Virginia,91,84,0,Regular Season,2026-02-25,Oklahoma St,1,3,3,0.50433,,-112,-108
2026,TCU,Arizona St,90,78,0,Regular Season,2026-02-25,TCU,1,3,3,0.725753,,-310,250
2026,Texas Tech,Cincinnati,80,68,0,Regular Season,2026-02-25,Texas Tech,1,3,3,0.733542,,-325,260
2026,Utah,Iowa State,59,75,0,Regular Season,2026-02-25,Utah,1,2,2,0.101142,,850,-1450
